lim-18-10-6-001	What is the memory item prohibited action associated with reverse thrust?	Intentional selection of reverse thrust in flight is prohibited.	B737 AOM Rev 9.0	Ch 18 §18.10.6 Reverse Thrust ▲		common limits
lim-18-10-6-003	What are the two non-memory item prohibited actions associated with reverse thrust?	Prohibited actions:<br><br>&nbsp;&nbsp;• Backing the aircraft using reverse thrust.<br>&nbsp;&nbsp;• Attempting a go-around after thrust reverser deployment.	B737 AOM Rev 9.0	Ch 18 §18.10.6 Reverse Thrust ▲ common limits		common limits




