lim-18-3-5-001	18.3.5 Minimum Flight Crew Oxygen Pressure: Minimum Oxygen PSI for Dispatch?	Minimum Oxygen PSI for Dispatch	B737 AOM Rev 9.0	Ch 18 §18.3.5 Minimum Flight Crew Oxygen Pressure		unverified common limits
lim-18-3-5-002	18.3.5 Minimum Flight Crew Oxygen Pressure: Temp Number of Crew °C 234 50 530 735 945?	Temp Number of Crew °C 234 50 530 735 945 30 495 690 885 10 460 645 830 -10 430 600 770	B737 AOM Rev 9.0	Ch 18 §18.3.5 Minimum Flight Crew Oxygen Pressure		unverified common limits verbatim
