lim-18-10-5-001	18.10.5 Oil: Oil Temperature 3RA-3VM Before setting takeoff thrust, ensure engine oil?	Oil Temperature 3RA-3VM Before setting takeoff thrust, ensure engine oil temperature is at or above 31°C. The table below provides the approximate time needed for a cold soaked engine to reach an oil temperature of 31°C with engines operating at idle thrust.	B737 AOM Rev 9.0	Ch 18 §18.10.5 Oil		unverified common limits verbatim
lim-18-10-5-002	18.10.5 Oil: Oil Quantity Note?	Oil Quantity Note: This does not preclude the engine from being started to determine accurate oil quantity. See 14.1.4 Quantity Checks.	B737 AOM Rev 9.0	Ch 18 §18.10.5 Oil		unverified common limits verbatim
